movie_id,title,director,genre,release_year,country,language,duration_minutes,content_rating,imdb_rating,netflix_rating,total_views,date_added_to_netflix,is_netflix_original,budget_millions,box_office_millions,profit_millions,years_on_netflix,rating_category
NF1953,Dark Mystery,David Fincher,Action,2012,Canada,Italian,148,TV-MA,6.2,6.5,41959,2013-10-06,True,47.97,442.39,394.41999999999996,11,Average
NF1954,Sky,Ryan Coogler,Drama,2008,Norway,Italian,133,G,4.3,4.1,9572,2011-09-22,True,135.67,,,13,Poor
NF1955,Moon,Ryan Coogler,Action,2018,Brazil,Dutch,162,TV-G,6.7,6.5,20401,2023-11-30,False,10.19,107.87,97.68,1,Average
NF1956,War,Christopher Nolan,War,2009,Canada,Thai,110,NC-17,7.1,7.3,46848,2012-03-27,False,,525.1,,12,Good
NF1957,Mystery,James Cameron,War,2015,USA,Norwegian,90,PG,7.0,7.0,15669,2022-10-04,True,159.91,211.34,51.43000000000001,2,Average
NF1958,Legend,Ryan Coogler,Animation,2012,Australia,Turkish,94,TV-14,5.5,5.0,10431,2021-07-29,True,100.2,359.69,259.49,3,Average
NF1959,Quick Peace,Patty Jenkins,Horror,2019,Norway,Italian,154,TV-Y,7.6,7.5,72611,2023-11-23,False,148.69,,,1,Good
NF1960,Journey,Chloe Zhao,Animation,2012,Mexico,Korean,138,PG,7.5,7.4,3725,2022-06-10,True,170.56,232.76,62.19999999999999,2,Good
NF1961,Secret,Greta Gerwig,Family,2005,UK,Dutch,118,TV-Y7,7.0,6.3,66916,2013-09-20,False,85.43,,,11,Average
NF1962,Tale,Steven Spielberg,War,2004,Norway,French,167,NC-17,6.3,6.1,65986,2016-08-28,True,21.35,411.53,390.17999999999995,8,Average
NF1963,Storm,Patty Jenkins,Thriller,2006,Norway,Portuguese,141,G,8.0,8.7,30919,2023-06-25,False,76.04,,,1,Good
NF1964,Journey,James Cameron,Family,2012,Turkey,Italian,80,G,6.3,5.9,8683,2024-02-21,False,97.8,,,0,Average
NF1965,Code,Steven Spielberg,Animation,2018,Thailand,Japanese,175,PG-13,6.4,6.7,24424,2020-12-03,True,34.37,,,4,Average
NF1966,Mission,Steven Spielberg,Adventure,2012,Spain,Hindi,128,TV-MA,6.5,7.3,24122,2019-12-29,True,17.31,106.98,89.67,5,Average
NF1967,Peace,James Cameron,Action,2007,UK,French,137,TV-14,6.9,7.0,77129,2016-04-19,False,169.75,543.33,373.58000000000004,8,Average
NF1968,Light,Zack Snyder,Fantasy,2015,Thailand,Arabic,116,TV-14,6.6,6.3,95102,2022-08-31,False,12.32,695.26,682.9399999999999,2,Average
NF1969,Lost Storm,Patty Jenkins,Documentary,2006,Norway,Norwegian,146,PG,5.9,5.6,126335,2020-12-30,True,,,,4,Average
NF1970,Secret Earth,Rian Johnson,Mystery,2004,South Korea,French,132,R,2.6,2.0,185,2019-09-15,True,92.74,,,5,Poor
NF1971,Mystery,Patty Jenkins,Drama,2022,Norway,Dutch,157,TV-Y7,5.8,6.3,45135,2023-08-31,True,112.55,461.3,348.75,1,Average
NF1972,Star,Martin Scorsese,Family,2023,Argentina,Japanese,169,G,8.3,8.8,259218,2024-04-17,True,,,,0,Good
NF1973,Loud Nightmare,James Cameron,Romance,2004,Canada,Turkish,108,R,2.9,3.3,89108,2021-03-16,False,,,,3,Poor
NF1974,Peace,Rian Johnson,Fantasy,2009,Thailand,Hindi,176,G,4.4,4.9,5949,2011-09-22,False,167.12,539.68,372.55999999999995,13,Poor
NF1975,Nightmare,Zack Snyder,Documentary,2017,Argentina,Italian,123,TV-Y7,5.9,6.4,63731,2021-06-29,True,183.5,665.54,482.03999999999996,3,Average
NF1976,Moon,James Cameron,Horror,2007,France,Swedish,179,TV-Y,4.4,4.3,40502,2020-10-22,True,55.19,,,4,Poor
NF1977,Slow Story,Jordan Peele,Biography,2019,Norway,Japanese,93,PG-13,6.3,6.0,49833,2023-11-11,True,8.43,,,1,Average
NF1978,Mission,Chloe Zhao,Fantasy,2012,Canada,Korean,172,TV-PG,8.9,8.7,156624,2018-02-03,False,19.67,621.9,602.23,6,Excellent
NF1979,Loud Water,Ryan Coogler,Documentary,2017,China,Hindi,163,TV-14,6.7,6.0,182952,2020-03-29,False,61.86,,,4,Average
NF1980,Earth,Jordan Peele,Adventure,2016,Turkey,Japanese,169,PG,6.9,7.0,24927,2023-01-11,False,155.5,522.43,366.92999999999995,1,Average
NF1981,Peace,Steven Spielberg,Comedy,2021,Japan,Korean,159,TV-G,4.9,3.6,8390,2021-07-29,True,,385.18,,3,Poor
NF1982,Code,Greta Gerwig,Action,2007,Germany,Dutch,96,TV-MA,5.3,4.9,4614,2012-09-18,True,147.26,,,12,Average
NF1983,Shadow,Denis Villeneuve,Adventure,2006,Norway,Italian,103,R,6.7,7.1,73681,2023-11-01,False,180.46,437.7,257.24,1,Average
NF1984,Final Quest,Christopher McQuarrie,Fantasy,2018,France,English,100,NC-17,6.1,6.4,59265,2022-01-10,True,,,,2,Average
NF1985,Fear,Chloe Zhao,Comedy,2004,Canada,Thai,164,PG,7.3,7.6,31519,2023-06-24,False,55.52,,,1,Good
NF1986,Loud Nightmare,James Cameron,Comedy,2016,Japan,Mandarin,84,TV-Y,7.4,6.3,17,2020-02-11,False,,671.82,,4,Good
NF1987,Peace,Ridley Scott,Family,2006,UK,Spanish,83,TV-MA,5.4,5.1,15569,2024-03-17,True,64.59,600.73,536.14,0,Average
NF1988,Final Code,Parasite Director,Family,2017,Sweden,Thai,154,TV-MA,5.6,6.0,11905,2019-04-13,False,155.3,190.81,35.50999999999999,5,Average
NF1989,Lost Story,Steven Spielberg,Thriller,2016,China,English,159,R,8.2,8.2,22649,2020-05-08,False,131.09,,,4,Good
NF1990,Sky,Ridley Scott,Thriller,2010,Spain,Thai,104,R,6.2,5.9,85370,2010-08-23,False,108.22,194.31,86.09,14,Average
NF1991,Moon,Zack Snyder,Family,2008,Norway,Portuguese,173,G,8.5,8.6,272742,2020-08-07,False,,233.94,,4,Good
NF1992,Mystery,Ryan Coogler,Horror,2010,Turkey,Swedish,123,G,7.2,7.9,48954,2015-12-17,False,68.67,,,9,Good
NF1993,Slow Earth,Zack Snyder,Animation,2016,China,Portuguese,141,TV-MA,4.9,4.7,53838,2020-11-05,True,85.96,,,4,Poor
NF1994,Secret Dream,Quentin Tarantino,Biography,2023,Sweden,Swedish,85,NC-17,7.5,6.7,66280,2024-03-08,False,110.34,34.92,-75.42,0,Good
NF1995,Legend,Christopher McQuarrie,War,2017,Japan,Portuguese,116,TV-14,8.3,8.2,25550,2023-11-16,False,103.75,362.73,258.98,1,Good
NF1996,Love,Christopher Nolan,Mystery,2016,Canada,Mandarin,169,TV-MA,9.0,7.8,98057,2022-12-09,True,,,,2,Excellent
NF1997,Lost Water,Bong Joon-ho,Comedy,2013,UK,English,177,R,5.8,6.5,60238,2020-04-08,False,,,,4,Average
NF1998,Old War,Chloe Zhao,Mystery,2024,Norway,Swedish,80,TV-MA,8.7,8.3,1787,2024-11-29,False,145.87,20.9,-124.97,0,Excellent
NF1999,Quest,Jordan Peele,Romance,2006,Japan,Dutch,168,R,6.4,5.7,134771,2018-08-15,False,128.29,416.11,287.82000000000005,6,Average
NF2000,Journey,Rian Johnson,Mystery,2004,Norway,Italian,142,TV-Y,7.7,7.7,50916,2016-03-29,False,165.14,,,8,Good
NF2001,Fear,Steven Spielberg,Biography,2009,Turkey,Japanese,122,TV-G,4.9,4.9,79517,2013-12-28,True,7.63,49.28,41.65,11,Poor
NF2002,Star,Parasite Director,Mystery,2023,Germany,Turkish,118,TV-PG,7.1,7.0,171617,2024-01-05,True,152.36,519.23,366.87,0,Good
NF2003,Fear,Christopher McQuarrie,Adventure,2016,Sweden,Korean,121,TV-PG,6.5,6.8,73475,2019-08-04,False,144.3,616.98,472.68,5,Average
NF2004,Fire,Ryan Coogler,Documentary,2023,UK,Korean,80,NC-17,5.8,6.0,53283,2023-06-18,False,173.78,,,1,Average
NF2005,Sun,Parasite Director,Adventure,2014,Japan,Turkish,121,TV-Y7,6.5,6.2,10935,2018-03-27,True,39.67,206.71,167.04000000000002,6,Average
NF2006,Small Mission,Ryan Coogler,Family,2019,South Korea,Italian,93,TV-PG,5.8,5.2,32851,2020-10-29,True,30.96,354.6,323.64000000000004,4,Average
NF2007,Light,Martin Scorsese,War,2013,South Korea,French,137,NC-17,5.5,5.6,38530,2015-06-13,False,,709.48,,9,Average
NF2008,Hope,Denis Villeneuve,Family,2007,Brazil,Swedish,169,G,6.9,6.3,69998,2019-04-11,False,,399.16,,5,Average
NF2009,Sky,Greta Gerwig,Sci-Fi,2021,Italy,Swedish,97,TV-14,9.0,9.2,36799,2023-06-11,False,,370.46,,1,Excellent
NF2010,Shadow,Denis Villeneuve,Biography,2009,Sweden,Mandarin,133,TV-PG,5.9,6.7,39058,2010-08-14,False,53.76,766.85,713.09,14,Average
NF2011,Story,Greta Gerwig,War,2014,Netherlands,Korean,118,PG,8.3,9.1,30779,2019-06-28,True,94.77,622.68,527.91,5,Good
NF2012,Shadow,Martin Scorsese,Adventure,2005,Thailand,Portuguese,174,G,6.8,7.1,9243,2023-12-14,False,72.06,197.52,125.46000000000001,1,Average
NF2013,Peace,Rian Johnson,Mystery,2010,Netherlands,Italian,123,PG-13,8.2,7.3,148033,2016-06-02,True,,332.24,,8,Good
NF2014,Sky,Christopher Nolan,Adventure,2004,Spain,Mandarin,83,TV-14,4.3,4.6,2981,2024-02-28,True,147.39,,,0,Poor
NF2015,Fear,Steven Spielberg,Comedy,2017,China,Turkish,120,PG,6.2,6.7,78997,2024-07-31,True,136.89,175.95,39.06,0,Average
NF2016,Hope,Patty Jenkins,Comedy,2014,Italy,Dutch,140,TV-G,6.2,6.6,13162,2022-11-15,False,,612.47,,2,Average
NF2017,Journey,Jordan Peele,War,2013,Thailand,Thai,131,TV-MA,7.8,7.8,127261,2024-08-15,False,30.3,,,0,Good
NF2018,Nightmare,Ryan Coogler,Documentary,2020,China,Norwegian,82,TV-PG,6.8,6.6,57690,2022-09-11,True,33.65,189.09,155.44,2,Average
NF2019,Mystery,Parasite Director,Mystery,2020,Italy,English,120,NC-17,8.1,8.1,42741,2021-05-20,False,125.01,732.13,607.12,3,Good
NF2020,An Secret,Steven Spielberg,Family,2005,Sweden,Hindi,119,TV-G,5.3,5.3,17274,2015-09-07,False,49.48,671.22,621.74,9,Average
NF2021,Peace,Rian Johnson,Romance,2009,Spain,Mandarin,118,NC-17,7.1,7.0,23587,2020-03-06,True,66.14,86.97,20.83,4,Good
NF2022,Code,Zack Snyder,Biography,2024,South Korea,Norwegian,90,TV-PG,9.5,9.3,16810,2024-11-09,False,185.21,,,0,Excellent
NF2023,An Secret,Chloe Zhao,Comedy,2014,Argentina,Korean,81,PG-13,9.1,9.1,183484,2018-02-18,False,39.92,,,6,Excellent
NF2024,Story,Chloe Zhao,Thriller,2013,China,Norwegian,161,PG-13,8.7,9.3,11744,2020-07-09,True,120.86,499.98,379.12,4,Excellent
NF2025,Peace,Greta Gerwig,Comedy,2017,Germany,Turkish,122,TV-Y,5.4,5.8,146445,2018-07-21,True,69.69,,,6,Average
NF2026,Last Fire,Denis Villeneuve,Crime,2008,Turkey,Spanish,150,G,7.9,8.3,19533,2022-01-25,True,,,,2,Good
NF2027,Secret,Jordan Peele,Horror,2005,China,Japanese,119,PG-13,9.6,9.1,141077,2015-10-17,True,175.38,596.93,421.54999999999995,9,Excellent
NF2028,Moon,Quentin Tarantino,Romance,2009,UK,Swedish,99,TV-G,6.0,6.3,103815,2011-03-03,True,198.04,324.25,126.21000000000001,13,Average
NF2029,New Nightmare,James Cameron,Adventure,2008,UK,Swedish,108,G,2.3,3.0,8682,2015-08-06,True,62.16,355.56,293.4,9,Poor
NF2030,Water,Patty Jenkins,Animation,2005,China,Dutch,164,TV-Y,8.9,9.2,47100,2012-03-28,False,148.54,,,12,Excellent
NF2031,Quest,Quentin Tarantino,Romance,2009,China,French,98,TV-Y7,8.7,9.2,108032,2016-11-07,False,11.96,70.22,58.26,8,Excellent
NF2032,Last Star,Ryan Coogler,Family,2017,China,Spanish,82,G,4.0,3.9,11070,2019-01-06,True,50.76,,,5,Poor
NF2033,Fear,Zack Snyder,Horror,2006,France,Spanish,161,TV-G,8.0,8.0,38029,2019-01-27,False,,522.05,,5,Good
NF2034,Journey,Zack Snyder,Thriller,2012,Spain,Arabic,153,PG,5.9,6.0,38135,2021-02-05,True,114.17,640.72,526.5500000000001,3,Average
NF2035,Sun,David Fincher,War,2018,India,Korean,100,PG-13,6.5,5.8,17295,2022-02-23,True,129.43,677.0,547.5699999999999,2,Average
NF2036,Moon,David Fincher,Fantasy,2016,Japan,Mandarin,95,PG-13,8.6,8.4,126851,2020-05-05,False,67.6,,,4,Excellent
NF2037,Peace,Christopher Nolan,Horror,2022,Argentina,Turkish,82,TV-Y7,3.9,4.6,27184,2022-04-28,True,6.71,,,2,Poor
NF2038,Great Shadow,Chloe Zhao,Crime,2022,Mexico,Portuguese,137,TV-Y7,8.3,9.3,55304,2023-03-01,False,116.33,71.33,-45.0,1,Good
NF2039,Dream,Patty Jenkins,Family,2015,Spain,Korean,84,PG,4.5,4.5,75384,2023-06-11,False,168.36,111.96,-56.40000000000002,1,Poor
NF2040,Peace,Zack Snyder,War,2015,Sweden,Norwegian,134,TV-14,4.9,5.0,71202,2021-10-24,True,78.48,,,3,Poor
NF2041,Legend,Christopher Nolan,Comedy,2013,Canada,Korean,151,TV-Y7,5.1,4.9,37262,2016-03-19,True,,473.35,,8,Average
NF2042,Story,Christopher Nolan,Thriller,2018,Argentina,English,106,TV-Y,5.6,5.2,29229,2023-12-09,True,,,,1,Average
NF2043,Sun,Rian Johnson,Sci-Fi,2023,Turkey,Japanese,171,TV-14,8.4,8.2,51188,2024-09-04,False,118.24,,,0,Good
NF2044,Moon,Martin Scorsese,Animation,2009,South Korea,Dutch,136,PG-13,5.7,5.3,40557,2020-04-23,True,176.66,,,4,Average
NF2045,A Light,Rian Johnson,Sci-Fi,2013,France,Turkish,143,G,7.0,6.5,58389,2023-10-21,False,,,,1,Average
NF2046,Dream,Ryan Coogler,Horror,2013,Thailand,Japanese,127,TV-MA,6.9,7.0,167898,2022-05-05,True,,725.46,,2,Average
NF2047,Sun,Quentin Tarantino,Thriller,2020,France,Italian,127,R,5.9,5.5,133021,2023-01-31,True,102.48,430.47,327.99,1,Average
NF2048,Fear,Parasite Director,Action,2010,China,Turkish,115,TV-Y,6.3,6.3,36798,2020-02-27,True,54.49,263.74,209.25,4,Average
NF2049,Story,Denis Villeneuve,Animation,2016,Japan,Spanish,141,TV-Y,6.6,6.3,27279,2022-03-21,False,142.11,131.12,-10.990000000000009,2,Average
NF2050,Mission,Christopher McQuarrie,War,2015,Spain,Spanish,167,PG,10.0,9.7,203104,2023-02-17,False,,710.42,,1,Excellent
NF2051,Dream,Quentin Tarantino,Drama,2024,China,Arabic,134,NC-17,5.3,6.2,90716,2024-10-28,False,123.01,258.04,135.03000000000003,0,Average
NF2052,Fear,Greta Gerwig,Drama,2021,China,Turkish,136,TV-PG,3.8,3.9,1831,2023-03-22,False,144.8,,,1,Poor
NF2053,Nightmare,Zack Snyder,Romance,2005,India,French,130,R,7.8,8.0,13869,2022-09-09,True,147.55,523.51,375.96,2,Good
NF2054,Legend,David Fincher,Fantasy,2007,Turkey,Korean,119,TV-MA,7.0,7.2,172016,2013-11-14,True,82.63,504.6,421.97,11,Average
NF2055,Star,Martin Scorsese,Comedy,2021,Argentina,Hindi,115,G,7.2,7.1,27837,2022-08-11,True,60.7,671.61,610.91,2,Good
NF2056,Code,Chloe Zhao,Family,2011,Sweden,Arabic,93,TV-Y,5.6,5.6,2512,2016-05-25,False,83.95,199.81,115.86,8,Average
NF2057,Great War,Jordan Peele,Family,2007,France,Arabic,97,G,5.8,6.7,17174,2018-10-25,False,,558.93,,6,Average
NF2058,Story,Quentin Tarantino,Horror,2021,Argentina,Norwegian,132,TV-G,7.4,6.9,29,2023-06-20,True,,38.85,,1,Good
NF2059,Moon,James Cameron,Sci-Fi,2005,USA,Arabic,138,TV-Y,5.8,5.2,38472,2018-01-06,False,18.78,150.0,131.22,6,Average
NF2060,Nightmare,Ryan Coogler,Biography,2009,Argentina,Portuguese,116,TV-Y7,4.4,3.8,146163,2014-11-18,True,122.29,,,10,Poor
NF2061,Story,Quentin Tarantino,Comedy,2022,Brazil,Arabic,127,TV-Y,6.3,6.3,35432,2023-12-28,True,135.84,81.3,-54.540000000000006,1,Average
NF2062,Dream,James Cameron,Drama,2010,Norway,Portuguese,159,TV-PG,5.9,6.3,5860,2024-06-05,True,134.92,625.6,490.68000000000006,0,Average
NF2063,Love,Bong Joon-ho,Mystery,2011,Netherlands,Turkish,179,TV-Y,7.4,8.1,62507,2024-05-02,True,72.97,492.14,419.16999999999996,0,Good
NF2064,Quest,Denis Villeneuve,Mystery,2018,Turkey,Arabic,164,TV-G,4.6,4.9,32260,2020-11-26,True,82.69,760.85,678.1600000000001,4,Poor
NF2065,Mission,Martin Scorsese,Biography,2020,Sweden,Italian,118,PG,3.8,4.0,112659,2020-04-17,False,119.15,795.32,676.1700000000001,4,Poor
NF2066,Bright Earth,Jordan Peele,War,2018,Brazil,Italian,178,NC-17,7.2,7.6,5846,2019-06-05,False,15.28,,,5,Good
NF2067,Mystery,Chloe Zhao,Animation,2009,Brazil,Swedish,131,NC-17,6.5,6.0,11388,2022-01-13,True,54.8,,,2,Average
NF2068,Hope,Christopher McQuarrie,Documentary,2018,Netherlands,Mandarin,107,TV-14,3.1,3.0,31618,2023-09-08,False,172.28,773.56,601.28,1,Poor
NF2069,Big Shadow,Chloe Zhao,Biography,2011,China,Dutch,142,TV-Y,6.2,5.7,19912,2024-03-26,True,81.09,718.85,637.76,0,Average
NF2070,Earth,Quentin Tarantino,Thriller,2015,Norway,Japanese,110,R,7.9,7.6,2505,2024-07-30,False,60.82,205.04,144.22,0,Good
NF2071,Love,Quentin Tarantino,Fantasy,2022,Mexico,Arabic,172,R,6.5,6.8,23489,2023-10-04,False,70.51,275.34,204.82999999999998,1,Average
NF2072,War,Greta Gerwig,Animation,2004,Sweden,Hindi,95,TV-G,5.6,5.5,254360,2021-08-16,True,165.1,66.88,-98.22,3,Average
NF2073,Adventure,Quentin Tarantino,War,2011,India,Turkish,138,TV-14,6.7,6.5,39175,2012-07-02,False,98.29,479.92,381.63,12,Average
NF2074,Tale,Ryan Coogler,Horror,2015,Canada,Norwegian,154,R,4.2,5.6,50970,2019-05-15,False,135.69,162.36,26.670000000000016,5,Poor
NF2075,Nightmare,Chloe Zhao,Mystery,2013,India,Arabic,87,TV-G,7.5,7.1,15724,2019-01-24,True,108.13,72.87,-35.25999999999999,5,Good
NF2076,Light,Quentin Tarantino,Thriller,2008,China,English,89,NC-17,4.4,4.6,87022,2015-03-04,True,94.15,,,9,Poor
NF2077,Water,Denis Villeneuve,Mystery,2007,Sweden,Italian,120,TV-G,6.5,6.8,28232,2021-01-17,False,164.22,557.13,392.90999999999997,3,Average
NF2078,The Sky,Martin Scorsese,War,2015,South Korea,Norwegian,179,TV-MA,7.8,7.2,59494,2015-12-01,False,,126.93,,9,Good
NF2079,Dream,Ridley Scott,Mystery,2022,South Korea,Arabic,155,NC-17,6.3,6.6,74574,2022-07-23,True,101.81,,,2,Average
NF2080,Tale,Steven Spielberg,Horror,2012,France,Korean,101,PG,10.0,8.8,31166,2022-05-18,False,34.11,,,2,Excellent
NF2081,Last Fire,Parasite Director,Horror,2022,Australia,Dutch,130,TV-Y,4.1,2.8,50280,2023-02-11,False,,,,1,Poor
NF2082,Star,James Cameron,Romance,2010,Netherlands,Swedish,115,NC-17,6.2,6.4,2673,2018-08-02,True,20.41,,,6,Average
NF2083,Star,Rian Johnson,Comedy,2015,Japan,Turkish,137,R,10.0,9.9,18445,2023-05-27,True,29.73,661.3,631.5699999999999,1,Excellent
NF2084,Big Secret,Bong Joon-ho,Mystery,2018,Argentina,Dutch,179,PG,7.1,7.4,42944,2024-06-26,False,,,,0,Good
NF2085,Mystery,Christopher Nolan,Comedy,2009,Spain,Italian,105,R,8.3,8.4,54297,2018-07-27,False,12.87,151.74,138.87,6,Good
NF2086,Old Journey,James Cameron,Action,2007,Argentina,Arabic,179,TV-Y7,6.3,5.1,54522,2022-02-24,False,97.1,,,2,Average
NF2087,War,Patty Jenkins,Drama,2004,Turkey,Italian,179,TV-G,8.2,8.9,8593,2019-06-18,False,121.14,339.75,218.61,5,Good
NF2088,Earth,Patty Jenkins,Romance,2014,Canada,Arabic,98,G,5.1,5.2,4180,2022-07-21,False,169.27,44.21,-125.06,2,Average
NF2089,Light,Denis Villeneuve,Adventure,2010,South Korea,Japanese,129,NC-17,2.8,3.1,24883,2013-01-11,False,,346.37,,11,Poor
NF2090,Story,Ryan Coogler,Adventure,2010,Australia,Italian,157,TV-MA,6.3,5.9,12103,2013-02-21,True,182.43,,,11,Average
NF2091,Moon,Parasite Director,Action,2016,South Korea,Dutch,96,TV-Y,6.6,6.7,76754,2017-02-18,True,,547.73,,7,Average
NF2092,New Storm,Quentin Tarantino,Thriller,2006,Sweden,German,154,TV-Y7,5.5,5.4,204838,2022-05-22,False,,144.25,,2,Average
NF2093,Hidden Earth,Ryan Coogler,Horror,2011,Australia,Japanese,131,G,5.6,4.8,58768,2016-12-23,True,85.27,,,8,Average
NF2094,Peace,Bong Joon-ho,Animation,2020,Spain,English,98,TV-14,3.9,4.0,2479,2021-02-10,True,198.74,606.02,407.28,3,Poor
NF2095,Small Earth,Steven Spielberg,Action,2022,Norway,Norwegian,137,R,4.8,5.2,3256,2023-05-25,False,,273.77,,1,Poor
NF2096,Sun,Chloe Zhao,Drama,2009,USA,Japanese,174,PG,7.5,8.4,38879,2018-06-19,False,161.75,729.15,567.4,6,Good
NF2097,Bright Nightmare,Zack Snyder,Biography,2009,Thailand,English,108,TV-Y,4.7,4.4,52051,2014-04-01,False,185.86,391.32,205.45999999999998,10,Poor
NF2098,Great Peace,Bong Joon-ho,Adventure,2004,Thailand,Dutch,89,PG-13,4.3,5.2,25448,2014-04-24,False,,,,10,Poor
NF2099,Old Mission,Christopher McQuarrie,Sci-Fi,2004,Turkey,Swedish,106,R,7.6,7.3,50470,2017-05-27,False,52.51,,,7,Good
NF2100,Love,Bong Joon-ho,Mystery,2014,India,English,129,NC-17,3.7,3.9,7424,2022-09-27,True,188.41,,,2,Poor
NF2101,Love,Denis Villeneuve,Comedy,2020,Mexico,Italian,85,R,6.9,6.7,15072,2023-04-25,True,116.45,663.83,547.38,1,Average
NF2102,Sun,Parasite Director,Fantasy,2020,Australia,French,179,G,5.1,5.9,27410,2022-10-18,False,179.48,,,2,Average
NF2103,Love,James Cameron,Drama,2017,Turkey,Spanish,124,TV-Y7,3.2,2.9,3393,2020-07-23,True,,,,4,Poor
NF2104,Small Sun,Chloe Zhao,Crime,2007,Mexico,Thai,95,PG,8.1,7.5,88773,2020-11-06,True,190.72,316.8,126.08000000000001,4,Good
NF2105,Sky,Chloe Zhao,Mystery,2023,Australia,Mandarin,99,TV-PG,6.0,5.1,12899,2024-05-23,False,78.09,240.35,162.26,0,Average
NF2106,Sky,Christopher Nolan,Thriller,2011,Thailand,English,157,TV-PG,6.3,6.4,16264,2017-08-05,False,,687.33,,7,Average
NF2107,Great Hope,Ridley Scott,Mystery,2020,UK,Korean,146,PG-13,5.5,5.3,56078,2022-12-20,False,,501.71,,2,Average
NF2108,Love,Bong Joon-ho,Animation,2023,Brazil,Hindi,176,TV-MA,4.5,5.1,55387,2024-07-30,True,178.72,304.12,125.4,0,Poor
NF2109,Moon,Bong Joon-ho,Comedy,2015,UK,Hindi,136,R,4.1,4.3,43139,2020-05-25,False,111.23,154.01,42.77999999999999,4,Poor
NF2110,Earth,Ridley Scott,Crime,2021,Japan,Japanese,109,R,6.6,6.1,37932,2021-12-19,True,29.48,,,3,Average
NF2111,Old Journey,Ryan Coogler,Action,2024,Sweden,Portuguese,170,R,7.5,6.7,153789,2024-11-01,True,69.41,276.11,206.70000000000002,0,Good
NF2112,Legend,Greta Gerwig,Comedy,2016,France,Swedish,111,TV-G,4.4,4.2,13076,2020-06-13,True,77.13,,,4,Poor
NF2113,Storm,Rian Johnson,Crime,2009,Turkey,Arabic,179,TV-Y,3.1,2.9,75988,2021-11-29,True,192.41,,,3,Poor
NF2114,Mission,Ridley Scott,Animation,2021,Netherlands,Dutch,98,TV-PG,4.4,3.7,21285,2024-01-25,True,194.91,794.72,599.8100000000001,0,Poor
NF2115,Journey,Parasite Director,Mystery,2006,Turkey,Mandarin,149,TV-Y7,7.2,7.7,68569,2018-03-11,True,9.37,,,6,Good
NF2116,An War,Martin Scorsese,Comedy,2006,China,Swedish,151,TV-Y7,8.0,7.7,3129,2013-10-14,False,,,,11,Good
NF2117,Storm,Parasite Director,Biography,2021,Germany,Arabic,105,PG,6.6,7.1,33522,2024-08-18,False,,,,0,Average
NF2118,Mystery,Quentin Tarantino,Biography,2016,Thailand,Turkish,119,NC-17,9.6,9.6,1233,2020-10-14,True,47.66,,,4,Excellent
NF2119,War,Christopher Nolan,Action,2016,Australia,Spanish,169,G,6.3,6.8,26461,2022-05-25,True,63.13,,,2,Average
NF2120,Final Moon,Christopher Nolan,Comedy,2007,Mexico,Norwegian,118,TV-Y,6.2,5.7,42520,2010-06-23,False,55.81,114.3,58.489999999999995,14,Average
NF2121,Lost Hope,Patty Jenkins,Horror,2023,Brazil,Swedish,163,G,9.0,8.5,49164,2024-05-16,True,81.75,,,0,Excellent
NF2122,A Code,Ryan Coogler,Adventure,2014,Mexico,Swedish,117,TV-PG,6.7,6.9,110385,2016-11-12,True,115.0,762.12,647.12,8,Average
NF2123,Secret,Ryan Coogler,Action,2007,Norway,Hindi,91,NC-17,6.1,5.7,25055,2015-05-03,False,119.29,324.06,204.76999999999998,9,Average
NF2124,Storm,Rian Johnson,Drama,2005,China,Mandarin,80,PG,8.1,8.2,6607,2016-01-04,False,22.26,489.4,467.14,8,Good
NF2125,Journey,David Fincher,Animation,2022,UK,German,85,PG,7.5,7.0,58710,2024-05-07,True,144.45,185.34,40.890000000000015,0,Good
NF2126,Journey,Jordan Peele,Thriller,2007,Mexico,Swedish,144,PG-13,6.7,6.2,196029,2022-09-04,True,192.97,,,2,Average
NF2127,Story,Patty Jenkins,Thriller,2012,China,Mandarin,90,NC-17,3.9,3.5,36393,2019-07-31,True,,,,5,Poor
NF2128,Love,Greta Gerwig,Drama,2014,Italy,Japanese,118,TV-PG,6.9,6.5,118542,2018-03-19,False,,130.97,,6,Average
NF2129,Peace,Christopher McQuarrie,Sci-Fi,2006,UK,Japanese,118,TV-MA,5.0,4.6,77317,2017-10-04,False,,739.58,,7,Poor
NF2130,War,Ridley Scott,Fantasy,2013,Italy,Korean,161,NC-17,6.3,6.0,44404,2021-09-06,True,69.18,717.9,648.72,3,Average
NF2131,Old Nightmare,Parasite Director,Drama,2015,Australia,Turkish,176,NC-17,9.0,9.2,39443,2021-03-11,True,,,,3,Excellent
NF2132,Water,Martin Scorsese,Sci-Fi,2018,Spain,English,162,NC-17,8.5,9.4,67424,2019-01-03,True,116.66,45.2,-71.46,5,Good
NF2133,Journey,Steven Spielberg,Mystery,2004,Netherlands,Arabic,109,TV-G,4.5,4.9,3980,2011-02-13,False,175.92,557.15,381.23,13,Poor
NF2134,New Mission,David Fincher,Adventure,2019,South Korea,Thai,180,TV-14,6.1,5.9,42306,2024-03-26,True,152.33,,,0,Average
NF2135,Tale,Rian Johnson,Horror,2010,Brazil,Italian,93,PG,7.2,7.6,112038,2024-02-20,False,37.27,57.34,20.07,0,Good
